Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/01  11:00:00,525439023.02064779,0.0,0.0,189733389.44400008,0.0,189143078.4,131834931.94688368,1801144.576287072,12926478.653476984,562658893.1136617,545183557.1136617,17403336.0,72000.0,481938633.23740109,13886053.260333483,7164091.351239352,36846594.08478811,426646527.4526667,0.0 
 01/01  12:00:00,499408974.5568574,0.0,0.0,189733389.44400008,0.0,189143078.4,103104473.85426833,881903.5548576883,16546129.303731289,304778647.43968155,287303311.43968155,17403336.0,72000.0,297276009.6447761,10915238.483008959,7164091.3485190649,40608683.616794589,247015514.4549759,0.0 
 01/01  13:00:00,527049870.76634636,0.0,0.0,189733389.44400008,0.0,189143078.4,134128520.05455798,1165491.9070807647,12879390.96070753,431868945.44363608,383427818.21658518,17403336.0,31037791.227050917,355216127.9775633,11048625.22623583,7164091.326348662,36520229.507968049,286325475.9363148,0.0 
 01/01  14:00:00,498528134.5071292,0.0,0.0,189733389.44400008,0.0,189143078.4,105894177.93493946,612359.2576453156,13145129.470544437,233644945.42323608,216169609.42323608,17403336.0,72000.0,248270970.98831455,7310929.276198606,7164091.351766334,38113795.50067962,194772374.0965117,0.0 
 01/01  15:00:00,514976925.44771119,0.0,0.0,189733389.44400008,0.0,189143078.4,122036010.2736201,837193.3962646461,13227253.933826333,329689872.1449069,312214536.1449069,17403336.0,72000.0,304073562.93873789,8271575.268204588,4298454.811186634,38607341.696902018,246708210.4925702,0.0 
 01/01  16:00:00,499719990.052231,0.0,0.0,189733389.44400008,0.0,189143078.4,107156004.38256838,557477.2557287661,13130040.569933784,254229342.04237683,236754006.04237683,17403336.0,72000.0,259538257.78247107,6327271.186908089,4298454.810901746,38025372.54038752,206759686.19167546,0.0 
 01/01  17:00:00,575562410.2275357,0.0,0.0,189733389.44400008,52497600.0,189143078.4,130788868.12619022,978421.9191450827,12421052.338200309,447811873.09438577,399399594.4630443,17403336.0,31008942.63134145,363633680.4684037,7905046.086682063,4298454.810084192,33772319.87046197,301165146.7418634,0.0 
 01/01  18:00:00,577779785.7640517,0.0,0.0,189733389.44400008,78746400.0,189143078.4,107012001.94899023,729577.8824597731,12415338.088601666,328522937.5495708,311047601.5495708,17403336.0,72000.0,306529578.70397308,6425083.116803206,4298454.810854698,33738833.609375249,259189155.5236881,0.0 
 01/01  19:00:00,610336954.281867,0.0,0.0,189733389.44400008,78746400.0,189143078.4,138977583.3288419,1327942.9327432723,12408560.176281754,539721291.6061249,522245955.60612496,17403336.0,72000.0,443896309.9076296,8482893.055527557,4298454.811344775,33699114.143564488,383082343.92294219,0.0 
 01/01  20:00:00,585092903.5537554,0.0,0.0,189733389.44400008,78746400.0,189143078.4,112580817.71485594,941982.0288258687,13947235.96607355,392777446.58790907,375302110.58790907,17403336.0,72000.0,359051388.33262446,6594599.517440314,4298454.811241465,40262399.11349919,309305025.3716138,0.0 
 01/01  21:00:00,613811016.6110474,0.0,0.0,189733389.44400008,78746400.0,189143078.4,140820989.22710488,1518655.8270912045,13848503.712851398,574522984.1184926,557047648.1184926,17403336.0,72000.0,474111117.183326,8106156.176095444,4298454.81099286,39840885.53303312,410665206.7578238,0.0 
 01/01  22:00:00,644652763.5930969,0.0,0.0,189733389.44400008,78746400.0,189143078.4,169781475.62679745,4239679.715750039,13008740.40654932,969690754.4911466,921278250.7368064,17403336.0,31009167.75434018,633225988.5500531,0.0,4298454.811238014,36194348.57812321,603960929.5705087,0.0 
 01/01  23:00:00,658427878.172527,0.0,0.0,189733389.44400008,78746400.0,189143078.4,181796186.32626,7145462.774588994,11863361.22767787,1044612242.0144466,1027136906.0144466,17403336.0,72000.0,829663877.9221027,0.0,4298454.811348706,31248848.27433795,783888009.9415228,0.0 
 01/01  24:00:00,677416477.8588432,0.0,0.0,189733389.44400008,78746400.0,189143078.4,198223023.39141474,6141477.333870276,15429109.289558253,870865235.5365377,853389899.5365377,17403336.0,72000.0,697764826.5617814,0.0,4298454.811386651,34927764.78407298,667371917.940784,0.0 
 01/02  01:00:00,689457506.2842418,0.0,0.0,189733389.44400008,78746400.0,189143078.4,208887603.415125,11099847.351219498,11847187.673897248,1191047527.2749816,1173572191.2749813,17403336.0,72000.0,962658858.3969143,0.0,7178020.461066734,31153283.33902953,907885079.320269,0.0 
